,NOR,KEN,FRA,HUN,BHR,CAN,JAM,NIC,ECU,MEX,DEU,SVN,LBN,UZB,HND,PRT,SVK,CZE,ROU,MLT,FIN,GBR,ISL,LVA,CYP,MYS,PHL,ZAF,PRY,PER,GUY,BIH,CHE,ZMB,URY,COL,RUS,ZWE,BGR,CHN,IND,NAM,AUT,JPN,GRC,SGP,PAK,KOR,SWZ,CHL,LSO,LTU,VNM,LCA,ARE,NLD,MDA,GTM,BRA,TUR,LKA,MNG,USA,MAR,BRN,AZE,MKD,BRB,UKR,LUX,HRV,SEN,BWA,NZL,CIV,SRB,ITA,MDG,MNE,SAU,CRI,BEL,KAZ,IRL,EST,HKG,DOM,TZA,IDN,BOL,AUS,GEO,DZA,EGY,SWE,SLV,ISR,DNK,TUN,BLR,ESP,MWI,ARG,AND,POL
JPN,1.8624933368428885e-05,0.0,0.0,0.0004988300912553244,0.0,0.0006051132114921502,0.0,0.0,0.0,0.007479593401870586,0.0169775605336565,0.0,0.0,0.0,0.0,0.0,0.00018556558346467003,0.0008495624060365289,0.0,0.0,0.0004544328509899179,0.0,0.0,7.826336858377042e-07,0.0,0.008544814835078919,0.006829537541008306,0.0001381373871608878,0.0,0.0,0.0,0.0,4.6894777218260835e-05,0.0,0.0,0.0,0.00018952853554766725,0.0,0.0,0.19684492289408698,0.002111657936955715,0.0,1.6689286097983685e-05,0.0,0.0,0.0,0.0,0.032466544707694035,0.0,0.0,0.0,1.7433282744808506e-06,0.025195496798218354,0.0,0.0,0.0008320310376404685,0.0,0.0,0.0015134870719434943,9.700800838900289e-05,0.0,0.0,0.0,2.630495096224657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.569560268678138e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09818776139180706,0.0,0.0,0.002905943129090369,0.0,5.625422950522872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015500929310433417,0.0,0.0,0.0,0.00034938797377066284
GRC,5.713439036900402e-05,6.107077693955981e-08,0.0002567382178798884,0.004680639024744852,0.0,0.000480626531059166,0.0,0.0,0.0,0.002452176568346008,0.00022128684704977926,0.0001977972098754466,0.0,7.864947981605586e-09,1.2694289217471372e-05,9.42794976673499e-05,0.001036178849731991,0.0004452759392387601,0.0018479485293172555,2.3039038905987147e-05,0.00016317838669543475,0.00016922740628732346,0.0,0.00012083913999860529,0.0,0.00015098584625938745,0.00010973899200579558,6.995978403555755e-05,0.0,0.0,0.0,1.2414473065191981e-05,0.00011266391137679162,0.0,0.0,0.0004859824912517988,0.0012630961628142868,0.0,0.0012916697531463598,0.005569329817480056,0.0013420555467555189,0.0,9.595373653935261e-05,0.0024825592713459944,0.00014201256017286565,0.00032818872242032943,0.0,0.0002571168484529265,0.0,0.0009627985260551443,0.0,0.00019962964529284482,0.00022804601702900047,0.0,0.00029934861981077915,0.0005658617912525345,0.0,0.0,0.0016509649980653025,0.00044361259564050954,4.2401471343536456e-05,0.0,0.00020955969611568867,0.00011131130280493472,0.0,0.0,6.499623515002062e-05,0.0,0.001534957518144971,3.622739211074887e-06,7.080935585382482e-05,0.0,0.0,5.493360037796691e-05,0.0,0.0001959396193815741,0.0002054262709751286,0.0,0.0,0.0,7.012302861397927e-06,5.270397634436733e-05,0.0,0.0002385025600704145,0.00011867259761357706,0.0042141154698706615,0.0,0.0,0.00012841397982236633,0.0,0.00019873255226039472,9.506748107706482e-07,0.0,0.0,7.121080320502595e-05,2.457375628132432e-06,2.9326313626236062e-05,0.00016971907673853404,2.4753083587224543e-05,5.1688308763390456e-05,0.0002676061816225611,0.0,0.00023212305258393754,0.0,0.0020610784937039293
SGP,1.070966209667869e-05,0.0,0.0,0.0004216220933794329,0.0,0.0,0.0,0.0,0.0,0.001802978427419294,0.006512134695474772,2.4560333925202496e-06,0.0,0.0,0.0,0.0,2.2407022854214202e-05,0.00021841579388575232,0.000174985010168369,0.0,0.0005672453736422517,0.0001232989408364882,0.0,0.0,0.0,0.0,0.0,6.153981717261809e-05,0.0,0.0,0.0,0.0,2.1828953251530068e-05,0.0,0.0,5.052111728456542e-06,0.0002295246212916165,0.0,0.0,0.06648259938331086,0.004117277074113178,0.0,0.0,0.005808876541765445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1951654860699334e-06,0.00959877330476755,0.0,4.145015151952715e-05,0.011898626178672883,0.0,0.0,0.001797802521675996,0.0003794338783534589,2.276698062201369e-05,0.0,0.0072691559396717955,0.0,0.0,0.0,0.0,0.0,1.9244917532041387e-05,0.0,6.45594702287461e-08,0.0,0.0,0.00010199683104300236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015143567970814342,5.719810575190924e-06,0.2836732474161005,0.0,0.0,0.001576221770901365,0.0,0.00048677046316104763,0.0,0.0,0.0,7.675600524232659e-05,0.0,0.0006930247332690719,0.0,0.0,4.772424062612519e-06,5.003280899849422e-06,0.0,7.96595665153696e-06,0.0,0.0005715308221510224
PAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR,8.758348065224613e-05,0.0,0.0,0.0003535412845468358,0.0,0.00010035859935929775,0.0,0.0,0.0,0.004437628394220643,0.002726083014903053,1.7119396891404065e-06,0.0,0.0,0.0,5.557589517403006e-05,0.0005394998095068026,0.0004967300096026685,4.8337496803517366e-05,0.0,0.0006246449924963319,0.00010634455326125872,0.0,3.0208357024951412e-06,0.0,7.647511700869165e-05,0.014897562051432752,1.757403748317839e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.733698466894013e-06,0.0003056353221930271,0.0,0.0,0.20299463073099924,0.0026379706783033097,0.0,0.0005590790201938588,0.0,0.0,0.015092755466367964,0.0,0.0,0.0,0.0,0.0,0.0,0.04311051461986613,0.0,1.1692352348944542e-05,0.0005577377019286078,0.0,0.0,0.006265950886797318,0.00010669521123718372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649139840511939e-05,1.3381954773673904e-08,1.2207487935969087e-08,0.0,0.0,2.7390109387128668e-06,0.0,0.0,2.147253831913636e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10712106753288012,0.0,0.0,0.0009622359548927789,0.0,7.127210699207387e-05,0.0,0.0,0.0,6.471909462278551e-07,0.0,0.0,1.1243703528664306e-05,4.2819826717210346e-05,0.0,4.613581937271755e-06,0.0,0.0,0.0,0.0005281848889964394
SWZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTU,9.667757718297744e-06,0.0,1.4396637710877912e-05,0.0014364568518347083,0.0,1.946853965864257e-05,0.0,0.0,0.0,7.510508111212551e-06,8.069736419364286e-05,6.891129334194395e-06,0.0,0.0,0.0,0.0005605643271738856,3.088072437112906e-06,0.000794528807152382,8.816014901909352e-05,1.1616164413462885e-06,7.31734756121076e-06,0.03169683198835576,0.0,4.931665128715349e-06,0.0,2.0596726343083297e-06,7.066464064386465e-09,4.855392588189864e-06,0.0,0.0,0.0,0.0,1.1082620580539912e-05,0.0,0.0,4.9428942620206925e-06,0.1707861452877782,0.0,7.187120790325625e-06,3.081996991587293e-05,0.0005583850015611913,0.0,1.5191875734714824e-05,7.843037019023076e-06,7.67834016612381e-06,1.0389441503109888e-05,0.0,0.0001510906522325461,0.0,0.0,0.0,0.0,2.4659901633538757e-06,0.0,6.6345719052184236e-06,0.0,0.0,0.0,3.0318703644128284e-06,0.00015352950878929386,2.0975998689831698e-06,0.0,0.0,2.5395613700186947e-09,0.0,0.0,4.677985294559028e-07,0.0,0.003919045785224402,6.599925724369469e-06,9.758314369712905e-07,0.0,0.0,4.097042228431833e-07,0.0,4.553758549581752e-06,7.320119796650555e-05,0.0,0.0,0.0,8.004324106549403e-09,6.626671030735887e-06,0.0,8.506500386713408e-05,9.922305694668097e-06,0.0002110396164928092,0.0,0.0,6.922035012740932e-07,0.0,8.197760349324533e-06,6.7563593345655e-08,0.0,0.0,1.9329027836605726e-05,0.0,2.8126377443189748e-05,2.792466339954145e-05,6.435294025207868e-07,0.03802991398639424,4.9431751510603024e-05,0.0,0.0,0.0,6.438053379677789e-05
VNM,0.0,0.0,0.0,0.0,0.0,0.0015232083142292419,0.0,0.0,0.0,0.02721884860423692,0.0018474775643223496,0.0,0.0,0.0,0.0,0.0,1.313979414022462e-05,0.002364570291371505,0.0,0.0,6.1033868336771814e-05,0.0,0.0,0.0,0.0,0.053824168378207984,0.0,0.0006126068843479282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005301685372664316,0.0,0.0,0.13400635619057785,0.000942657382440082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025403854605310867,0.0,0.0,0.0083327109194762,0.000632649853585265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090564863886294e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13979025324895547,0.0,0.0,0.0006001305939362744,0.0,0.002340965904734782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06159511211441e-06,0.0,0.0,0.0,8.671498537511584e-05
LCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,0.001370163826778241,2.730143617974717e-06,0.0016612101135323552,0.021414561374047104,0.0,0.0006519832316525582,0.0,0.0,0.0,0.011606157052504371,0.00020830736624938593,0.00038557848294569285,0.0,3.4747676094000187e-08,1.1714757761997032e-05,0.002957048448190866,0.005430211601008473,0.018912052421641318,0.008242852822505316,0.0003855171800932671,0.0025337455374948308,0.010626538070920202,0.0,0.0013620912687978114,0.0,0.000608171329066954,0.0009054622579441293,0.00042146872701490676,0.0,0.0,0.0,7.63041333459406e-06,0.0033626637521321336,0.0,0.0,0.0010706163415088697,0.004618738741924157,0.0,0.0010408777474097157,0.1027678591774769,0.012774896890371663,0.0,0.0013255793493869143,0.0004312939603426403,0.0006739819180458885,0.0015621757275436899,0.0,9.758976738636238e-05,0.0,0.0004733557931483393,0.0,0.0013820766651492984,0.0002488793391167366,0.0,0.0005779088133419576,0.18227330735714165,0.0,0.0,0.00809060006875373,0.0025787132844857534,0.00012269149587485016,0.0,0.0004947871467367432,0.0005491917762710168,0.0,0.0,0.00014597645153384615,0.0,0.0025919855495569553,0.00021198829551107717,0.00032142611561595554,0.0,0.0,9.07756849865937e-05,0.0,0.0002621160325698281,0.010614878152763983,0.0,0.0,0.0,4.3251242725184613e-05,0.004746615303943567,0.0,0.0012249082753715884,0.010767055197396869,0.15139076543139102,0.0,0.0,0.0005214914731503929,0.0,0.0009302212978042422,1.6790184328762096e-05,0.0,0.0,0.0051689225187920105,8.081074323040091e-07,0.005075486814281039,0.002030151529624187,0.0006832030645954215,0.0002021829347068639,0.0042953353391442795,0.0,0.00041732252433656226,0.0,0.025160033030233113
NLD,0.0036819823506582887,8.525907404825108e-06,0.0,0.05784073671265613,0.0,0.0,0.0,0.0,0.0,0.003796365644226279,0.0,0.0005313883107276942,0.0,0.0,0.0,0.00759624389146361,0.0046681935523784045,0.050077508169849974,0.01722329771803895,6.082374210624261e-05,0.003311660986289056,0.03161231721055325,0.0,0.0020395394735992023,0.0,0.0,0.0,0.00029572433421335136,0.0,0.0,0.0,1.6119356907402416e-06,0.008352520446319574,0.0,0.0,1.3681222921712758e-05,0.0035012179773199524,0.0,0.0022413161204813863,0.0,0.0009938565207688252,0.0,0.0021559000448785307,0.0,0.0008513288910635064,0.0,0.0,0.0,0.0,7.4075946838194005e-06,0.0,0.0007981405186045376,0.0,0.0,0.0,0.0,0.0,0.0,0.0024285012405401325,0.0023643653426970272,0.0,0.0,0.0,8.77870179642046e-05,0.0,0.0,0.0002371795356698741,0.0,0.000701342725739034,0.0005932384994150545,0.00029197805292732504,0.0,0.0,0.0,0.0,0.0,0.031592959058162215,0.0,0.0,0.0,0.0,0.0147309238408176,0.0,0.0,0.032534208981138485,0.0,0.0,0.0,4.299540967946769e-05,0.0,0.0,0.0,0.0,0.0,0.015046912651563153,0.0,0.015697926263826854,0.005779706520798462,0.0021024834994800455,0.00015046353760520003,0.010931485688770306,0.0,0.0,0.0,0.06658174122198911
MDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUR,0.00013080739746341064,1.1135860092258847e-07,0.00023521964774570183,0.001390662477393986,0.0,0.00033834001086825846,0.0,0.0,0.0,0.002153291915322999,0.0001388336611024233,5.202917363973537e-05,0.0,1.4696990658534678e-08,1.1612520078824494e-05,0.0001815708344769857,0.0022100883313199895,0.0006943644665584992,0.005255271027448957,3.870329611565645e-05,0.00043114452901731666,0.0003255455780650402,0.0,0.0002708594765260858,0.0,0.00014768889470827094,0.00011075902874899627,8.265741976272655e-05,0.0,0.0,0.0,1.5701760058688145e-05,0.0001476616155041607,0.0,0.0,0.00051794311590065,0.0022104203008342024,0.0,0.000402183485780486,0.004662546856335979,0.0015075486081142669,0.0,0.00017233829900298696,0.0001007247261920235,0.0003500986270672189,0.00027827630263746526,0.0,6.799417159285723e-05,0.0,0.000997250684682547,0.0,0.00040907222998613465,8.273348591550265e-05,0.0,0.0047031406742956096,0.002635820537671522,0.0,0.0,0.0016763958808223497,0.0006233736413138461,2.7676584472871503e-05,0.0,0.00025088104544052867,0.00020751577648111069,0.0,0.0,0.00010840577929362264,0.0,0.0008269869985987926,6.696253698677523e-06,8.794923515531134e-05,0.0,0.0,6.30245817667189e-05,0.0,0.00018944327573352225,0.0003335042958599805,0.0,0.0,0.0,6.462012851531318e-06,0.00010816322398047707,0.0,0.00027888631441793,0.0002817394545590424,0.004304451509314616,0.0,0.0,7.981250958992713e-05,0.0,0.0002224605503092323,1.4504843609277693e-06,0.0,0.0,0.0001785423201949128,2.190807847568226e-06,0.00010696293147686114,0.00011946933120221868,5.5504072871252986e-05,0.0001089205037732308,0.0004837580751717509,0.0,0.00022781846654389983,0.0,0.004582791357978282
LKA,0.0002314571933538995,6.732334879088831e-07,0.004978970239046187,0.006544498620760111,0.0,0.0008527460012333409,0.0,0.0,0.0,0.02708798150904993,0.0023730958640208245,0.0002929231694755333,0.0,1.3350167742510913e-06,0.0001782161956088308,0.009014324468800065,0.004667249857361106,0.005622342913653219,0.003903716347545344,7.968487431408862e-05,0.00047465406961961706,0.001953960263994006,0.0,0.00047774494479958405,0.0,0.000348579642919162,0.0004767490268832976,0.0010917691543595289,0.0,0.0,0.0,2.5051880000834295e-05,0.0005690013947867092,0.0,0.0,0.0040714738200240165,0.007235578688538591,0.0,0.0003858174107398809,0.10330896360181141,0.01655615216678006,0.0,0.0006093108931399593,0.00026319947618473654,0.0006649480850587546,0.003222196402581542,0.0,0.00029649967697285384,0.0,0.009512191202476157,0.0,0.0007801564513721633,0.00036715953898088996,0.0,0.0027736881185190295,0.0036443849588535682,0.0,0.0,0.020985072142399853,0.003795512869593806,8.973246129456112e-05,0.0,0.003384296268211682,0.018405332696423537,0.0,0.0,7.481923618844725e-05,0.0,0.0023537659846849866,1.7603800169072576e-05,0.0002407235996943019,0.0,0.0,0.00048557796931506984,0.0,0.0003342360778012282,0.0010450111446911933,0.0,0.0,0.0,9.816766127834107e-05,0.0004620486363659172,0.0,0.002211892004960024,0.0007475897175353942,0.030735063009124278,0.0,0.0,0.0009373953535485062,0.0,0.002294531555008122,4.736002712222756e-06,0.0,0.0,0.00038767281280406297,2.1434110086940372e-05,0.00015124715180547804,0.00034058750977042953,0.00023468991609652167,0.00018672185950925738,0.047336054170085386,0.0,0.00268403575238989,0.0,0.01008539002695571
MNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.0001635145275564579,0.0,0.0017462821134414126,0.00042823942541287687,0.0,0.009148858013912848,0.0,0.0,0.0,0.04509232776113003,0.023916248205782864,0.00023510889093417457,0.0,0.0,0.0,8.370473048620376e-05,3.062595879155624e-05,0.000621061001150683,0.0002517385532195309,0.0,0.0006255748964660754,0.0043631636265828696,0.0,0.00015226590500815886,0.0,0.0,0.016761330918749907,0.00022764303801251477,0.0,0.0,0.0,2.0558361501772583e-07,0.0,0.0,0.0,0.0002693544902038161,0.00095048370597001,0.0,0.00014225738398065979,0.1284422597379285,0.0017056283341174527,0.0,0.0007023343495650969,0.005750123846658348,1.393803133421939e-05,0.0,0.0,0.04666175320039426,0.0,0.0003335363104034204,0.0,3.0362832208253517e-05,0.019947923494775106,0.0,0.0003047995809249236,0.006365975525889078,0.0,0.0,0.012116890285591311,0.0007247726183968447,2.065280352347993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.277448865931915e-05,3.297188749994012e-05,0.0,0.0,0.0,0.00012876794113872415,0.0,5.577886909525986e-05,0.0007825869241655931,0.0,0.0,0.0,0.0007640562217590506,0.0002578458298818663,0.0,0.0,6.324504423087605e-05,0.06875332900369516,0.0,0.0,0.0,0.0,0.001047779232253681,0.0,0.0,0.0,0.0005026271282436964,4.4577711995988396e-05,0.0,0.00010899567058233874,8.293230585689845e-05,0.0,0.0008607320417179298,0.0,0.0006599099601073394,0.0,0.0008271559919388885
MAR,0.00017354306743188122,3.776824292066545e-09,0.054860372688297326,0.007840419503020925,0.0,0.0028618873178032733,0.0,0.0,0.0,0.054080186099541155,0.04141022467211869,0.000378295325578213,0.0,2.573999796141177e-10,3.324777010610975e-05,0.0015654883208273637,0.003137228080999122,0.009432414579302969,0.0036482478291424768,2.525913971742689e-06,0.0003643735119228513,0.0038150285833304636,0.0,0.00013390666520124542,0.0,0.00018910797755107298,0.0023936014651948453,0.0012949696508137104,0.0,0.0,0.0,3.277043016316047e-06,0.006031690476473396,0.0,0.0,0.0004455924446633958,0.004234037774701019,0.0,0.0003361149503365752,0.23956012638572605,0.025343485893120014,0.0,0.0014212454484202777,0.0009332165218522639,0.00020179571789700056,0.0010264357210636147,0.0,0.006020896760857423,0.0,0.00010493157072528907,0.0,0.00043566538086959054,0.002865580968275527,0.0,0.0022902883492656786,0.011241380465047484,0.0,0.0,0.03177885302487615,0.003977244297012051,0.00030531549164184037,0.0,0.07043379229599558,3.779461308667128e-06,0.0,0.0,5.584474952713566e-05,0.0,0.0009337124488376303,4.5398650237358174e-05,6.20016122983081e-05,0.0,0.0,0.00016224280350785096,0.0,0.00016827388469399483,0.0053068408652566755,0.0,0.0,0.0,0.00026108719566958797,0.003949533282742409,0.0,0.0007793073389450157,0.00037235891545489883,0.00911298792533693,0.0,0.0,0.0014836788295240536,0.0,0.0018731524951547665,4.094476176704376e-06,0.0,0.0,0.0011375998488879998,5.938468802720369e-06,0.00036762800636402665,0.00035562983898416653,0.003152964951905951,8.008361976001456e-06,0.0026529967323874353,0.0,0.0017140461889348566,0.0,0.010260817117985184
BRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
